transaccion_id,fecha,cliente_id,producto_id,tipo,monto,canal,mcc,dias_mora
111,2025-07-04,45,9,cancelacion,0.0,telefono,ecommerce,0
112,2025-07-10,19,8,pago_cuota,81147.17,oficina,viajes,0
113,2025-08-25,55,14,compra_tc,260717.42,oficina,gasolina,0
114,2025-07-17,100,3,pago_cuota,24777.22,oficina,entretenimiento,0
115,2025-09-12,45,8,deposito,233010.48,oficina,restaurante,0
116,2025-07-17,8,12,compra_tc,70951.48,app,servicios,0
117,2025-09-22,93,1,compra_tc,249174.68,app,viajes,0
118,2025-09-26,53,10,retiro,161006.12,app,supermercado,0
119,2025-09-07,55,4,pago_cuota,115438.46,app,servicios,0
120,2025-08-03,32,3,deposito,173434.25,web,ecommerce,0
121,2025-07-06,51,6,pago_cuota,74043.1,app,salud,0
122,2025-08-22,44,7,compra_tc,63455.34,oficina,entretenimiento,0
123,2025-09-04,82,4,compra_tc,534274.5,app,supermercado,0
124,2025-09-15,70,7,pago_cuota,71061.89,app,restaurante,0
125,2025-08-12,18,9,compra_tc,487700.76,telefono,entretenimiento,0
126,2025-09-13,83,11,compra_tc,89174.46,oficina,restaurante,0
127,2025-07-23,22,2,atraso_pago,211561.87,app,supermercado,11
128,2025-08-24,37,11,cancelacion,0.0,app,restaurante,0
129,2025-09-18,96,3,retiro,140864.1,app,servicios,0
130,2025-10-03,56,5,atraso_pago,116626.1,web,viajes,52
131,2025-09-13,59,3,compra_tc,130775.67,app,restaurante,0
132,2025-07-16,3,11,cancelacion,0.0,telefono,ecommerce,0
133,2025-07-08,28,8,compra_tc,117195.77,oficina,viajes,0
134,2025-07-04,74,12,cancelacion,0.0,oficina,servicios,0
135,2025-07-04,35,10,cancelacion,0.0,app,entretenimiento,0
136,2025-08-25,61,8,retiro,43784.89,app,gasolina,0
137,2025-07-25,93,8,cancelacion,0.0,app,entretenimiento,0
138,2025-09-05,54,12,deposito,385933.03,oficina,restaurante,0
139,2025-10-04,63,12,compra_tc,125135.73,oficina,restaurante,0
140,2025-09-05,79,9,pago_cuota,297897.11,web,ecommerce,0
141,2025-07-27,97,4,deposito,273640.42,telefono,servicios,0
142,2025-10-01,7,5,compra_tc,99997.15,web,ecommerce,0
143,2025-08-01,76,5,deposito,520904.42,telefono,salud,0
144,2025-08-19,49,8,cancelacion,0.0,web,servicios,0
145,2025-08-30,94,7,compra_tc,125030.09,oficina,supermercado,0
146,2025-08-20,85,9,retiro,84520.89,web,supermercado,0
147,2025-07-19,31,15,apertura,0.0,telefono,supermercado,0
148,2025-07-21,58,15,cancelacion,0.0,app,ecommerce,0
149,2025-07-05,61,14,cancelacion,0.0,telefono,supermercado,0
150,2025-09-20,24,8,pago_cuota,152280.62,app,servicios,0
151,2025-09-30,20,2,cancelacion,0.0,oficina,supermercado,0
152,2025-08-11,37,10,retiro,27200.36,telefono,gasolina,0
153,2025-08-30,4,12,compra_tc,64867.23,web,supermercado,0
154,2025-07-22,92,4,pago_cuota,448433.33,telefono,restaurante,0
155,2025-07-21,20,6,retiro,27008.96,app,salud,0
156,2025-09-08,60,12,compra_tc,93981.81,oficina,ecommerce,0
157,2025-07-01,24,2,deposito,435193.46,web,viajes,0
158,2025-07-05,50,7,deposito,226187.8,telefono,salud,0
159,2025-07-12,49,3,compra_tc,311648.6,app,gasolina,0
160,2025-09-28,51,13,deposito,285586.84,web,ecommerce,0
161,2025-08-15,96,3,retiro,273178.9,oficina,servicios,0
162,2025-08-03,36,11,pago_cuota,160116.27,web,entretenimiento,0
163,2025-08-18,98,2,compra_tc,258955.99,oficina,ecommerce,0
164,2025-09-16,100,11,compra_tc,98029.86,web,restaurante,0
165,2025-09-28,66,8,pago_cuota,196278.44,telefono,servicios,0
166,2025-08-14,79,6,apertura,0.0,app,salud,0
167,2025-07-27,34,1,compra_tc,118518.68,telefono,salud,0
168,2025-09-11,36,12,deposito,365356.19,telefono,supermercado,0
169,2025-07-26,6,1,compra_tc,305937.58,oficina,servicios,0
170,2025-08-16,39,7,compra_tc,530677.36,oficina,entretenimiento,0
171,2025-09-24,42,8,atraso_pago,456308.19,oficina,restaurante,20
172,2025-08-25,58,5,retiro,185589.96,telefono,supermercado,0
173,2025-10-02,12,12,compra_tc,48809.88,web,supermercado,0
174,2025-09-01,3,11,pago_cuota,468004.47,web,entretenimiento,0
175,2025-08-17,18,5,compra_tc,309457.91,telefono,ecommerce,0
176,2025-08-30,40,4,pago_cuota,76172.39,telefono,salud,0
177,2025-09-19,21,14,deposito,325317.84,app,supermercado,0
178,2025-07-26,15,6,compra_tc,78740.58,oficina,gasolina,0
179,2025-08-05,97,14,compra_tc,250958.05,oficina,gasolina,0
180,2025-07-01,99,6,pago_cuota,51816.68,telefono,salud,0
181,2025-07-08,26,3,apertura,0.0,telefono,gasolina,0
182,2025-10-07,8,9,cancelacion,0.0,web,entretenimiento,0
183,2025-08-21,100,12,compra_tc,344903.77,telefono,ecommerce,0
184,2025-09-17,94,11,retiro,122636.53,web,restaurante,0
185,2025-08-16,87,14,pago_cuota,106567.98,telefono,viajes,0
186,2025-08-25,42,7,pago_cuota,29627.26,app,supermercado,0
187,2025-09-24,44,1,retiro,84360.92,app,viajes,0
188,2025-07-14,14,15,apertura,0.0,web,restaurante,0
189,2025-09-28,78,13,cancelacion,0.0,oficina,restaurante,0
190,2025-07-28,2,7,deposito,192243.29,app,entretenimiento,0
191,2025-09-25,37,5,pago_cuota,114339.14,web,ecommerce,0
192,2025-09-16,69,5,retiro,77962.25,telefono,gasolina,0
193,2025-09-26,38,14,compra_tc,171633.07,telefono,gasolina,0
194,2025-07-02,41,13,deposito,161366.81,web,entretenimiento,0
195,2025-07-26,62,2,pago_cuota,357596.0,oficina,restaurante,0
196,2025-07-14,60,4,deposito,41682.16,web,ecommerce,0
197,2025-08-28,14,12,compra_tc,111069.36,web,ecommerce,0
198,2025-08-25,89,6,compra_tc,88505.56,app,salud,0
199,2025-07-07,84,10,apertura,0.0,web,servicios,0
200,2025-07-03,2,15,compra_tc,171785.41,web,supermercado,0
201,2025-07-23,70,11,pago_cuota,405303.57,telefono,entretenimiento,0
202,2025-07-18,17,7,compra_tc,637812.37,app,servicios,0
203,2025-08-07,89,11,compra_tc,94735.26,telefono,entretenimiento,0
204,2025-10-07,28,5,compra_tc,162811.77,telefono,gasolina,0
205,2025-07-15,66,9,compra_tc,186728.9,oficina,restaurante,0
206,2025-09-02,35,3,apertura,0.0,oficina,entretenimiento,0
207,2025-09-27,5,1,compra_tc,252677.04,app,entretenimiento,0
208,2025-10-09,65,4,cancelacion,0.0,app,salud,0
209,2025-07-28,40,9,deposito,92501.22,oficina,viajes,0
210,2025-09-12,76,4,pago_cuota,107061.49,oficina,gasolina,0
211,2025-08-08,56,2,deposito,97143.97,oficina,supermercado,0
212,2025-08-26,36,10,pago_cuota,269011.45,oficina,ecommerce,0
213,2025-07-17,45,14,retiro,369632.98,oficina,restaurante,0
214,2025-09-24,23,14,compra_tc,193179.21,telefono,gasolina,0
215,2025-09-28,47,5,pago_cuota,140751.36,app,viajes,0
216,2025-08-13,31,3,apertura,0.0,telefono,entretenimiento,0
217,2025-07-25,11,13,cancelacion,0.0,telefono,supermercado,0
218,2025-07-17,10,12,apertura,0.0,web,entretenimiento,0
219,2025-07-13,67,13,pago_cuota,120078.26,telefono,supermercado,0
220,2025-09-22,14,9,retiro,116539.7,oficina,salud,0
221,2025-07-25,80,4,pago_cuota,205604.34,oficina,entretenimiento,0
222,2025-09-06,74,6,pago_cuota,58716.45,web,gasolina,0
223,2025-07-10,93,2,compra_tc,380341.86,web,viajes,0
224,2025-09-05,10,6,deposito,657831.36,web,supermercado,0
225,2025-07-18,76,3,compra_tc,367883.82,web,restaurante,0
226,2025-10-08,94,12,compra_tc,68055.87,web,supermercado,0
227,2025-09-24,1,12,atraso_pago,36887.91,telefono,viajes,1
228,2025-08-03,5,9,compra_tc,267293.63,web,ecommerce,0
229,2025-07-08,20,11,compra_tc,95594.2,telefono,ecommerce,0
230,2025-08-09,8,2,compra_tc,198986.72,app,salud,0
231,2025-09-21,43,15,cancelacion,0.0,web,gasolina,0
232,2025-08-11,76,12,pago_cuota,82206.35,web,viajes,0
233,2025-08-10,1,12,pago_cuota,99964.28,telefono,salud,0
234,2025-10-09,57,9,atraso_pago,177787.73,app,servicios,56
235,2025-07-06,64,5,atraso_pago,59064.34,telefono,supermercado,39
236,2025-08-21,84,8,compra_tc,95750.46,telefono,servicios,0
237,2025-07-26,28,2,retiro,99366.93,web,supermercado,0
238,2025-09-02,37,6,retiro,79130.68,oficina,ecommerce,0
239,2025-10-06,47,3,deposito,299002.43,oficina,salud,0
240,2025-08-28,76,12,compra_tc,1128258.36,telefono,ecommerce,0
241,2025-08-25,37,12,apertura,0.0,web,restaurante,0
242,2025-08-28,49,14,deposito,108350.12,app,servicios,0
243,2025-09-08,44,10,compra_tc,439225.51,oficina,servicios,0
244,2025-10-09,56,5,pago_cuota,42816.7,app,ecommerce,0
245,2025-08-02,28,12,compra_tc,61559.8,oficina,restaurante,0
246,2025-08-22,79,8,compra_tc,107304.69,web,supermercado,0
247,2025-07-22,6,10,retiro,80109.82,telefono,salud,0
248,2025-07-21,61,14,compra_tc,105519.29,app,restaurante,0
249,2025-09-08,20,1,pago_cuota,127363.16,app,salud,0
250,2025-09-08,78,5,pago_cuota,157814.54,telefono,servicios,0
251,2025-07-04,2,3,compra_tc,343956.91,app,salud,0
252,2025-10-02,73,4,cancelacion,0.0,oficina,servicios,0
253,2025-09-13,37,2,compra_tc,109824.36,telefono,restaurante,0
254,2025-08-31,20,9,compra_tc,331125.18,oficina,servicios,0
255,2025-08-31,26,3,compra_tc,91821.26,oficina,entretenimiento,0
256,2025-10-02,29,15,compra_tc,51905.4,web,gasolina,0
257,2025-10-03,1,2,compra_tc,378574.9,oficina,servicios,0
258,2025-07-24,35,10,retiro,217177.8,web,ecommerce,0
259,2025-08-24,70,11,cancelacion,0.0,app,restaurante,0
260,2025-07-09,59,9,compra_tc,123085.04,app,entretenimiento,0
261,2025-07-03,69,7,deposito,102792.97,web,supermercado,0
262,2025-07-31,33,6,retiro,122738.5,oficina,salud,0
263,2025-08-09,51,1,atraso_pago,492413.45,telefono,entretenimiento,19
264,2025-10-09,78,5,pago_cuota,212963.0,telefono,viajes,0
265,2025-08-05,12,12,compra_tc,336047.32,web,entretenimiento,0
266,2025-07-24,20,11,compra_tc,288892.47,app,restaurante,0
267,2025-10-03,53,14,retiro,97644.73,app,entretenimiento,0
268,2025-07-06,88,15,atraso_pago,312693.2,telefono,entretenimiento,5
269,2025-09-04,43,11,compra_tc,274174.87,web,ecommerce,0
270,2025-09-22,98,3,pago_cuota,356635.11,telefono,servicios,0
271,2025-09-30,89,1,apertura,0.0,oficina,salud,0
272,2025-09-13,50,4,retiro,28926.01,oficina,gasolina,0
273,2025-07-04,29,13,cancelacion,0.0,web,supermercado,0
274,2025-09-17,57,2,retiro,124743.27,web,gasolina,0
275,2025-07-06,39,2,pago_cuota,105833.69,oficina,entretenimiento,0
276,2025-10-02,95,3,deposito,165084.8,app,viajes,0
277,2025-08-20,56,8,deposito,1167764.72,web,restaurante,0
278,2025-08-31,43,8,compra_tc,103825.17,oficina,salud,0
279,2025-08-26,50,12,deposito,107474.53,oficina,restaurante,0
280,2025-09-04,23,15,retiro,103660.18,app,ecommerce,0
281,2025-09-17,44,7,compra_tc,371886.36,app,restaurante,0
282,2025-09-13,38,6,retiro,481208.42,app,supermercado,0
283,2025-07-08,84,9,deposito,309426.86,app,viajes,0
284,2025-07-26,23,4,cancelacion,0.0,telefono,gasolina,0
285,2025-08-20,45,12,compra_tc,646678.79,app,entretenimiento,0
286,2025-08-14,52,1,compra_tc,160551.8,telefono,entretenimiento,0
287,2025-08-13,80,8,deposito,108654.12,web,viajes,0
288,2025-07-05,50,7,compra_tc,76452.53,oficina,salud,0
289,2025-09-08,8,7,retiro,175361.44,telefono,restaurante,0
290,2025-07-26,85,15,retiro,115422.54,web,salud,0
291,2025-09-06,1,3,compra_tc,207223.41,web,gasolina,0
292,2025-07-19,8,4,pago_cuota,320426.64,telefono,salud,0
293,2025-09-22,29,10,pago_cuota,74261.52,web,ecommerce,0
294,2025-10-05,96,9,pago_cuota,338799.82,web,viajes,0
295,2025-07-20,5,15,apertura,0.0,telefono,gasolina,0
296,2025-07-12,86,6,atraso_pago,666266.25,web,gasolina,25
297,2025-08-16,47,15,retiro,148492.79,app,servicios,0
298,2025-07-01,34,15,retiro,51277.51,app,gasolina,0
299,2025-09-28,65,5,pago_cuota,31541.64,oficina,servicios,0
300,2025-07-14,55,3,apertura,0.0,web,supermercado,0
301,2025-09-02,90,9,retiro,75150.51,oficina,entretenimiento,0
302,2025-08-07,43,5,retiro,87577.41,app,servicios,0
303,2025-08-06,74,5,apertura,0.0,app,viajes,0
304,2025-07-11,30,14,compra_tc,330145.81,app,salud,0
305,2025-10-08,82,4,retiro,229985.51,web,servicios,0
306,2025-09-15,17,14,compra_tc,71511.32,web,gasolina,0
307,2025-07-03,26,4,compra_tc,441585.23,app,viajes,0
308,2025-08-02,8,12,compra_tc,108517.67,oficina,servicios,0
309,2025-07-06,47,1,cancelacion,0.0,oficina,servicios,0
310,2025-08-19,76,7,atraso_pago,64198.25,telefono,gasolina,39
311,2025-07-10,91,9,retiro,113753.82,app,ecommerce,0
312,2025-07-05,72,3,retiro,49217.5,oficina,ecommerce,0
313,2025-07-23,89,12,deposito,183632.26,app,servicios,0
314,2025-07-10,46,13,cancelacion,0.0,oficina,ecommerce,0
315,2025-08-13,68,15,pago_cuota,114678.37,telefono,restaurante,0
316,2025-07-02,33,2,pago_cuota,92116.42,telefono,gasolina,0
317,2025-07-13,1,3,compra_tc,67813.24,app,restaurante,0
318,2025-08-09,19,1,retiro,99164.47,oficina,viajes,0
319,2025-07-02,31,6,retiro,23010.46,web,restaurante,0
320,2025-09-22,80,11,pago_cuota,80551.97,telefono,viajes,0
321,2025-09-03,14,11,compra_tc,85012.29,app,servicios,0
322,2025-09-01,53,7,atraso_pago,123880.88,app,viajes,58
323,2025-10-09,48,11,compra_tc,140178.11,oficina,viajes,0
324,2025-09-11,69,11,retiro,191213.15,app,salud,0
325,2025-07-17,90,2,cancelacion,0.0,telefono,restaurante,0
326,2025-07-09,62,8,pago_cuota,59540.46,app,salud,0
327,2025-09-13,92,14,compra_tc,656700.17,app,servicios,0
328,2025-07-15,66,6,retiro,56594.52,web,gasolina,0
329,2025-07-24,64,14,atraso_pago,165281.98,web,restaurante,44
330,2025-08-07,70,4,deposito,279267.58,telefono,gasolina,0
331,2025-08-04,63,5,cancelacion,0.0,oficina,gasolina,0
332,2025-10-02,73,8,compra_tc,111346.51,web,viajes,0
333,2025-10-03,33,14,pago_cuota,37017.27,oficina,entretenimiento,0
334,2025-08-18,41,3,retiro,277184.88,telefono,restaurante,0
335,2025-09-07,89,3,apertura,0.0,web,gasolina,0
336,2025-08-31,48,14,compra_tc,126359.71,oficina,entretenimiento,0
337,2025-08-29,13,15,retiro,44656.25,web,ecommerce,0
338,2025-08-19,73,14,deposito,151938.17,telefono,gasolina,0
339,2025-09-16,77,11,pago_cuota,72300.22,telefono,ecommerce,0
340,2025-09-13,31,4,compra_tc,261322.16,web,restaurante,0
341,2025-07-09,75,1,apertura,0.0,oficina,servicios,0
342,2025-08-03,68,9,compra_tc,101038.95,app,salud,0
343,2025-09-14,98,8,compra_tc,326802.2,app,restaurante,0
344,2025-10-07,4,8,compra_tc,194560.36,web,salud,0
345,2025-08-04,19,14,apertura,0.0,oficina,salud,0
346,2025-07-01,70,10,deposito,371800.93,app,restaurante,0
347,2025-08-09,98,6,retiro,111143.99,telefono,gasolina,0
348,2025-09-02,82,7,compra_tc,430848.91,oficina,supermercado,0
349,2025-07-22,13,6,deposito,213003.48,app,gasolina,0
350,2025-08-29,23,9,deposito,112209.73,oficina,gasolina,0
351,2025-09-02,83,3,atraso_pago,126960.69,web,servicios,15
352,2025-10-01,75,14,apertura,0.0,oficina,viajes,0
353,2025-09-10,1,3,compra_tc,94890.99,app,viajes,0
354,2025-07-11,88,3,deposito,143503.37,web,gasolina,0
355,2025-10-09,54,10,compra_tc,139360.31,oficina,ecommerce,0
356,2025-07-14,71,3,deposito,87357.26,telefono,servicios,0
357,2025-08-29,89,9,compra_tc,95853.24,app,salud,0
358,2025-07-30,85,12,compra_tc,183649.65,web,entretenimiento,0
359,2025-08-04,15,4,pago_cuota,302123.42,oficina,viajes,0
360,2025-09-23,65,13,deposito,243853.87,telefono,gasolina,0
361,2025-08-06,76,7,compra_tc,157612.87,app,servicios,0
362,2025-07-05,71,14,retiro,54572.47,telefono,supermercado,0
363,2025-09-21,15,15,pago_cuota,280258.8,oficina,ecommerce,0
364,2025-09-16,21,9,compra_tc,220456.1,oficina,restaurante,0
365,2025-07-26,19,11,retiro,59543.57,web,gasolina,0
366,2025-08-31,60,12,compra_tc,305301.14,telefono,servicios,0
367,2025-07-04,93,7,pago_cuota,192636.52,web,gasolina,0
368,2025-09-27,89,9,deposito,110508.79,app,entretenimiento,0
369,2025-08-11,33,12,compra_tc,151605.23,web,salud,0
370,2025-09-27,49,3,compra_tc,115273.07,app,ecommerce,0
371,2025-07-18,96,15,pago_cuota,822688.58,oficina,viajes,0
372,2025-08-09,35,4,cancelacion,0.0,oficina,viajes,0
373,2025-09-10,44,14,deposito,222582.92,telefono,viajes,0
374,2025-08-08,90,8,deposito,271898.93,app,entretenimiento,0
375,2025-07-14,11,6,deposito,512848.3,oficina,restaurante,0
376,2025-08-01,99,5,compra_tc,153527.33,telefono,servicios,0
377,2025-08-20,72,13,pago_cuota,86156.43,telefono,ecommerce,0
378,2025-08-07,78,4,retiro,176340.6,web,ecommerce,0
379,2025-10-05,74,8,compra_tc,143995.71,telefono,viajes,0
380,2025-07-23,66,1,compra_tc,76962.48,oficina,viajes,0
381,2025-09-01,46,14,compra_tc,67152.37,web,salud,0
382,2025-07-15,9,9,pago_cuota,379786.31,app,entretenimiento,0
383,2025-10-05,3,1,cancelacion,0.0,app,supermercado,0
384,2025-07-25,85,8,compra_tc,107721.32,oficina,supermercado,0
385,2025-07-17,26,4,pago_cuota,110505.66,oficina,gasolina,0
386,2025-10-05,72,9,compra_tc,286419.07,web,gasolina,0
387,2025-09-04,48,14,cancelacion,0.0,web,ecommerce,0
388,2025-09-16,66,11,compra_tc,59006.69,oficina,ecommerce,0
389,2025-08-22,70,5,pago_cuota,163561.62,oficina,restaurante,0
390,2025-08-20,28,3,retiro,227525.56,app,restaurante,0
391,2025-08-08,93,9,retiro,217118.68,app,supermercado,0
392,2025-08-20,26,11,pago_cuota,88020.54,app,entretenimiento,0
393,2025-09-08,25,14,compra_tc,395703.65,oficina,gasolina,0
394,2025-07-06,12,14,pago_cuota,151133.9,telefono,supermercado,0
395,2025-09-05,5,9,compra_tc,388016.5,oficina,entretenimiento,0
396,2025-07-07,98,4,compra_tc,243185.77,oficina,supermercado,0
397,2025-08-20,48,11,pago_cuota,44879.6,app,gasolina,0
398,2025-09-10,37,4,compra_tc,552781.04,oficina,servicios,0
399,2025-08-11,79,12,compra_tc,168762.67,web,restaurante,0
400,2025-09-02,44,8,deposito,292458.26,oficina,salud,0
401,2025-07-15,100,2,cancelacion,0.0,oficina,salud,0
402,2025-07-29,15,9,deposito,278187.36,oficina,salud,0
403,2025-08-02,43,13,compra_tc,352233.44,oficina,gasolina,0
404,2025-10-02,48,14,compra_tc,630787.45,telefono,viajes,0
405,2025-07-27,87,6,cancelacion,0.0,oficina,viajes,0
406,2025-08-05,70,9,compra_tc,239895.16,web,viajes,0
407,2025-07-29,46,8,compra_tc,55212.01,web,ecommerce,0
408,2025-08-07,43,15,deposito,214252.93,oficina,restaurante,0
409,2025-08-26,21,15,deposito,128999.64,app,restaurante,0
410,2025-10-05,23,7,deposito,230223.55,telefono,servicios,0
411,2025-10-09,80,13,compra_tc,69464.56,oficina,servicios,0
412,2025-07-27,47,14,compra_tc,140488.82,oficina,ecommerce,0
413,2025-08-24,15,1,cancelacion,0.0,oficina,supermercado,0
414,2025-08-02,25,14,compra_tc,110888.84,app,entretenimiento,0
415,2025-09-06,36,12,deposito,133994.8,app,servicios,0
416,2025-09-24,75,3,retiro,88794.15,app,salud,0
417,2025-09-04,51,11,deposito,238627.22,telefono,viajes,0
